Part,Item,Estereotipia,Morfologia,RToracion,RTrta,RTA,Lista,Oracion,Edad,Genero,Pais,Residencia,Educacion,NoBinario
447,3,2,o,21316,4210,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,2,1,o,28343,5212,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,18,3,e,7114,2030,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,6,3,o,4032,2404,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,11,3,x,9148,6017,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,16,2,e,9101,4177,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,10,2,x,11408,3988,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,8,1,x,7612,6444,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,4,2,o,6661,3787,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,15,2,e,14893,3366,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,31,varon,Argentina,AMBA,universitario/posgrado,nada
447,5,3,o,9655,9625,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,31,varon,Argentina,AMBA,universitario/posgrado,nada
448,7,1,x,4585,7777,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,3,2,o,6142,7718,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,2,1,o,5943,4401,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,10,2,x,7207,5443,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,5,3,o,5720,14092,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,8,1,x,11086,5543,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,12,3,x,7225,4074,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,11,3,x,7432,7534,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,9,2,x,10817,3282,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,18,3,e,6455,8881,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,16,2,e,7825,3065,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,15,2,e,3477,7249,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,13,1,e,4066,4909,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,4,2,o,4238,3167,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,14,1,e,6324,3755,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,6,3,o,5475,2992,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,1,1,o,7819,9281,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
448,17,3,e,4887,2925,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
449,104,1,o,5956,8411,masc.p,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,112,2,x,6045,3923,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,109,1,x,3581,6416,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,111,2,x,3972,4714,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,110,1,x,40735,4841,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,98,1,e,3250,3838,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,108,3,o,4213,4331,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,99,2,e,3463,3891,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,106,2,o,3950,3026,masc.p,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,113,3,x,3304,5403,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,100,2,e,3660,3014,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,105,2,o,3898,2702,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,107,3,o,3288,5143,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,102,3,e,2515,3759,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,114,3,x,3477,3795,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,97,1,e,6881,4996,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,101,3,e,2765,5563,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,26,mujer,Argentina,AMBA,universitario en curso,mucho
449,103,1,o,5440,11547,masc.p,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,26,mujer,Argentina,AMBA,universitario en curso,mucho
450,7,1,x,3380,2974,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,2,1,o,3188,2389,masc.p,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,17,3,e,3068,3039,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,9,2,x,2317,3502,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,3,2,o,4035,2815,masc.p,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,11,3,x,5236,3389,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,1,1,o,2659,3150,masc.p,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,15,2,e,1412,4743,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,10,2,x,2139,5255,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,5,3,o,1892,3134,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,4,2,o,2187,3797,masc.p,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,18,3,e,3237,4974,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,8,1,x,2220,2910,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,12,3,x,3243,4150,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,6,3,o,1963,3349,masc.p,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,14,1,e,2717,4023,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,16,2,e,1557,4343,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,54,mujer,Argentina,AMBA,universitario en curso,mucho
450,13,1,e,2636,2773,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,54,mujer,Argentina,AMBA,universitario en curso,mucho
451,11,3,x,6004,7378,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,13,1,e,5813,8041,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,4,2,o,4875,4445,masc.p,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,6,3,o,3111,4229,masc.p,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,5,3,o,3825,4150,masc.p,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,3,2,o,3493,3590,masc.p,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,10,2,x,4894,4754,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,2,1,o,3953,5003,masc.p,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,12,3,x,6182,7605,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,18,3,e,4707,9000,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,8,1,x,3933,5052,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,7,1,x,5343,4763,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,17,3,e,5991,12409,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,9,2,x,11882,12656,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,14,1,e,6505,6515,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,16,2,e,3641,10770,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,1,1,o,6595,8149,masc.p,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
451,15,2,e,6141,8166,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,34,mujer,Argentina,AMBA,universitario/posgrado,mucho
452,105,2,o,4997,8869,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
452,104,1,o,4983,5866,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
452,108,3,o,6422,4014,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
452,107,3,o,5997,5056,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
452,106,2,o,21204,6068,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
452,103,1,o,5517,11062,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,33,mujer,Argentina,AMBA,universitario/posgrado,nada
453,8,1,x,8210,2915,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,7,1,x,1921,4540,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,13,1,e,7882,6498,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,16,2,e,3699,3095,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,5,3,o,1712,1980,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,15,2,e,2188,3394,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,6,3,o,3580,2234,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,4,2,o,2168,2931,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,1,1,o,2262,5746,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,14,1,e,3236,3583,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,9,2,x,2488,4273,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,11,3,x,3437,2994,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,18,3,e,3171,2704,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,10,2,x,5376,2818,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,17,3,e,8235,2385,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,12,3,x,5297,5025,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,3,2,o,6539,2203,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
453,2,1,o,4650,2370,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,33,varon,Argentina,noAMBA,universitario/posgrado,nada
454,15,2,e,2330,3009,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,6,3,o,5920,4771,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,17,3,e,3761,3546,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,16,2,e,6473,3311,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,1,1,o,3114,5166,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,10,2,x,33828,4946,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,5,3,o,7721,4896,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,8,1,x,1976,3408,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,14,1,e,2898,2430,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,4,2,o,4757,2627,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,18,3,e,2403,2128,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,12,3,x,4899,3175,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,2,1,o,11238,4146,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,7,1,x,1996,4940,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,11,3,x,6519,4034,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,13,1,e,6247,5605,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,3,2,o,2583,3855,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
454,9,2,x,2626,2545,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,32,mujer,Colombia,AMBA,universitario/posgrado,poco
455,114,3,x,3769,6040,mixto,C,Lxs caminionerxs con experiencia manejan por la ruta durante toda la noche.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,103,1,o,3114,6807,mixto,C,Los abuelos cumplen un rol central durante la crianza en sociedades modernas.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,111,2,x,3227,3854,mixto,C,Lxs cocinerxs siempre organizan los ingredientes sobre la mesada para cocinar.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,97,1,e,4523,7333,mixto,C,Les maestres usan recursos variados durante la alfabetizaci&oacute;n inicial.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,110,1,x,4722,3805,mixto,C,Lxs hermanxs de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,113,3,x,2269,5428,mixto,C,Lxs porterxs de las escuelas conocen a todos los estudiantes y sus padres.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,98,1,e,5082,5192,mixto,C,Les alumnes de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,109,1,x,4179,7728,mixto,C,Lxs ni&ntilde;xs siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,105,2,o,2197,3599,masc.p,C,Los ingenieros revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,101,3,e,3038,3995,mixto,C,Les plomeres con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,100,2,e,2590,5683,mixto,C,Les cirujanes cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,107,3,o,5663,6761,masc.p,C,Los carpinteros de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,99,2,e,3036,4759,mixto,C,Les enfermeres tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,106,2,o,5261,3754,mixto,C,Los arquitectos realizan los planos para edificios en modernos programas inform&aacute;ticos.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,112,2,x,4525,4060,mixto,C,Lxs funcionarixs organizan su tiempo en funci&oacute;n de las demandas presidenciales.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,108,3,o,3128,4809,masc.p,C,Los herreros con trayectoria fabrican las herramientas que usan para su oficio.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,102,3,e,8776,8059,mixto,C,Les bomberes a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
455,104,1,o,9426,5704,mixto,C,Los hijos de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,27,mujer,Argentina,noAMBA,universitario/posgrado,mucho
456,11,3,x,13704,3573,mixto,A,Lxs carpinterxs de oficio hacen el lijado de los muebles con mucha precisi&oacute;n.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,4,2,o,4080,4230,mixto,A,Los cirujanos cumplen con estrictas normas de higiene para ingresar al quir&oacute;fano.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,2,1,o,4342,4536,mixto,A,Los alumnos de secundaria suelen manejar g&eacute;neros textuales b&aacute;sicos.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,10,2,x,5258,4580,mixto,A,Lxs arquitectxs realizan los planos para edificios en modernos programas inform&aacute;ticos.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,12,3,x,5811,4734,mixto,A,Lxs herrerxs con trayectoria fabrican las herramientas que usan para su oficio.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,8,1,x,3394,4540,mixto,A,Lxs hijxs de padres separados tienen reacciones muy variadas ante la situaci&oacute;n.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,18,3,e,4204,4000,mixto,A,Les caminioneres con experiencia manejan por la ruta durante toda la noche.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,1,1,o,5759,2873,mixto,A,Los maestros usan recursos variados durante la alfabetizaci&oacute;n inicial.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,16,2,e,3212,2738,mixto,A,Les funcionaries organizan su tiempo en funci&oacute;n de las demandas presidenciales.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,6,3,o,8678,3391,mixto,A,Los bomberos a cargo de la estaci&oacute;n controlan el funcionamiento de las autobombas.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,5,3,o,5772,15793,mixto,A,Los plomeros con matr&iacute;cula pueden hacer trabajos en edificios y consorcios.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,9,2,x,4051,2529,mixto,A,Lxs ingenierxs revisan la porosidad de los materiales utilizados en la construcci&oacute;n.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,3,2,o,5220,4639,mixto,A,Los enfermeros tienen obligaci&oacute;n de actuar si hay un accidente en la v&iacute;a p&uacute;blica.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,17,3,e,7497,2459,mixto,A,Les porteres de las escuelas conocen a todos los estudiantes y sus padres.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,14,1,e,7020,4322,mixto,A,Les hermanes de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,13,1,e,4743,3124,mixto,A,Les ni&ntilde;es siempre empiezan el jard&iacute;n con un per&iacute;odo de adaptaci&oacute;n inicial.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,7,1,x,6241,5496,mixto,A,Lxs abuelxs cumplen un rol central durante la crianza en sociedades modernas.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
456,15,2,e,8461,3812,mixto,A,Les cocineres siempre organizan los ingredientes sobre la mesada para cocinar.,40,mujer,Argentina,AMBA,universitario/posgrado,nada
457,62,1,o,3757,3138,masc.p,B,Los hermanos de familias numerosas adquieren autonom&iacute;a r&aacute;pido.,34,no.cis,Argentina,noAMBA,universitario en curso,mucho
